,timestamp,length,ra
0,2025-05-07 17:19:25.690511,28,f0:57:a6:a6:b6:b6
1,2025-05-07 17:19:25.690604,28,f0:57:a6:a6:b6:b6
2,2025-05-07 17:19:25.705863,28,f0:57:a6:a6:b6:b6
3,2025-05-07 17:19:25.705999,28,f0:57:a6:a6:b6:b6
4,2025-05-07 17:19:25.740398,28,f0:57:a6:a6:b6:b6
5,2025-05-07 17:19:25.746905,28,f0:57:a6:a6:b6:b6
6,2025-05-07 17:19:25.747018,28,f0:57:a6:a6:b6:b6
7,2025-05-07 17:19:25.766720,28,f0:57:a6:a6:b6:b6
8,2025-05-07 17:19:25.766842,28,f0:57:a6:a6:b6:b6
9,2025-05-07 17:19:25.781153,28,f0:57:a6:a6:b6:b6
10,2025-05-07 17:19:25.781300,28,f0:57:a6:a6:b6:b6
11,2025-05-07 17:19:25.798221,28,f0:57:a6:a6:b6:b6
12,2025-05-07 17:19:25.798505,28,f0:57:a6:a6:b6:b6
13,2025-05-07 17:19:25.798639,28,f0:57:a6:a6:b6:b6
14,2025-05-07 17:19:25.812757,28,f0:57:a6:a6:b6:b6
15,2025-05-07 17:19:25.812892,28,f0:57:a6:a6:b6:b6
16,2025-05-07 17:19:25.842752,28,f0:57:a6:a6:b6:b6
17,2025-05-07 17:19:25.842890,28,f0:57:a6:a6:b6:b6
18,2025-05-07 17:19:25.860086,28,f0:57:a6:a6:b6:b6
19,2025-05-07 17:19:25.860198,28,f0:57:a6:a6:b6:b6
20,2025-05-07 17:19:25.873561,28,f0:57:a6:a6:b6:b6
21,2025-05-07 17:19:25.873676,28,f0:57:a6:a6:b6:b6
22,2025-05-07 17:19:25.889747,28,f0:57:a6:a6:b6:b6
23,2025-05-07 17:19:25.889887,28,f0:57:a6:a6:b6:b6
24,2025-05-07 17:19:25.905357,28,f0:57:a6:a6:b6:b6
25,2025-05-07 17:19:25.905496,28,f0:57:a6:a6:b6:b6
26,2025-05-07 17:19:25.921984,28,f0:57:a6:a6:b6:b6
27,2025-05-07 17:19:25.922122,28,f0:57:a6:a6:b6:b6
28,2025-05-07 17:19:25.938062,28,f0:57:a6:a6:b6:b6
29,2025-05-07 17:19:25.940485,28,f0:57:a6:a6:b6:b6
30,2025-05-07 17:19:25.940603,28,f0:57:a6:a6:b6:b6
31,2025-05-07 17:19:25.951279,28,f0:57:a6:a6:b6:b6
