,timestamp,length,ra
0,2025-03-18 11:03:39.060776,28,f0:57:a6:a6:b6:b6
1,2025-03-18 11:03:39.060839,28,f0:57:a6:a6:b6:b6
2,2025-03-18 11:03:39.112731,28,f0:57:a6:a6:b6:b6
3,2025-03-18 11:03:39.112896,46,f0:57:a6:a6:b6:b6
4,2025-03-18 11:03:39.118056,34,f0:57:a6:a6:b6:b6
5,2025-03-18 11:03:39.118387,34,f0:57:a6:a6:b6:b6
6,2025-03-18 11:03:39.118800,34,f0:57:a6:a6:b6:b6
7,2025-03-18 11:03:39.121864,28,f0:57:a6:a6:b6:b6
8,2025-03-18 11:03:39.137540,28,f0:57:a6:a6:b6:b6
9,2025-03-18 11:03:39.137686,28,f0:57:a6:a6:b6:b6
10,2025-03-18 11:03:39.153316,28,f0:57:a6:a6:b6:b6
11,2025-03-18 11:03:39.153718,28,f0:57:a6:a6:b6:b6
12,2025-03-18 11:03:39.153843,28,f0:57:a6:a6:b6:b6
13,2025-03-18 11:03:39.168077,28,f0:57:a6:a6:b6:b6
14,2025-03-18 11:03:39.168491,28,f0:57:a6:a6:b6:b6
15,2025-03-18 11:03:39.168623,28,f0:57:a6:a6:b6:b6
16,2025-03-18 11:03:39.182850,28,f0:57:a6:a6:b6:b6
17,2025-03-18 11:03:39.182987,28,f0:57:a6:a6:b6:b6
18,2025-03-18 11:03:39.198308,28,f0:57:a6:a6:b6:b6
19,2025-03-18 11:03:39.213643,28,f0:57:a6:a6:b6:b6
20,2025-03-18 11:03:39.213780,28,f0:57:a6:a6:b6:b6
21,2025-03-18 11:03:39.230237,28,f0:57:a6:a6:b6:b6
22,2025-03-18 11:03:39.230357,28,f0:57:a6:a6:b6:b6
23,2025-03-18 11:03:39.245879,28,f0:57:a6:a6:b6:b6
24,2025-03-18 11:03:39.246019,28,f0:57:a6:a6:b6:b6
25,2025-03-18 11:03:39.262064,28,f0:57:a6:a6:b6:b6
26,2025-03-18 11:03:39.262213,28,f0:57:a6:a6:b6:b6
27,2025-03-18 11:03:39.295090,28,f0:57:a6:a6:b6:b6
28,2025-03-18 11:03:39.307880,28,f0:57:a6:a6:b6:b6
29,2025-03-18 11:03:39.308016,28,f0:57:a6:a6:b6:b6
30,2025-03-18 11:03:39.338223,28,f0:57:a6:a6:b6:b6
31,2025-03-18 11:03:39.338346,28,f0:57:a6:a6:b6:b6
32,2025-03-18 11:03:39.352766,28,f0:57:a6:a6:b6:b6
33,2025-03-18 11:03:39.353125,28,f0:57:a6:a6:b6:b6
34,2025-03-18 11:03:39.353257,28,f0:57:a6:a6:b6:b6
35,2025-03-18 11:03:39.397762,28,f0:57:a6:a6:b6:b6
36,2025-03-18 11:03:39.397920,46,f0:57:a6:a6:b6:b6
37,2025-03-18 11:03:39.416894,28,f0:57:a6:a6:b6:b6
38,2025-03-18 11:03:39.417015,28,f0:57:a6:a6:b6:b6
39,2025-03-18 11:03:39.428956,28,f0:57:a6:a6:b6:b6
40,2025-03-18 11:03:39.429105,28,f0:57:a6:a6:b6:b6
41,2025-03-18 11:03:39.447891,28,f0:57:a6:a6:b6:b6
42,2025-03-18 11:03:39.474058,28,f0:57:a6:a6:b6:b6
43,2025-03-18 11:03:39.474248,46,f0:57:a6:a6:b6:b6
44,2025-03-18 11:03:39.499544,28,f0:57:a6:a6:b6:b6
45,2025-03-18 11:03:39.499715,46,f0:57:a6:a6:b6:b6
46,2025-03-18 11:03:39.524495,28,f0:57:a6:a6:b6:b6
47,2025-03-18 11:03:39.524541,28,f0:57:a6:a6:b6:b6
48,2025-03-18 11:03:39.539155,28,f0:57:a6:a6:b6:b6
49,2025-03-18 11:03:39.539286,28,f0:57:a6:a6:b6:b6
50,2025-03-18 11:03:39.555254,28,f0:57:a6:a6:b6:b6
51,2025-03-18 11:03:39.570345,28,f0:57:a6:a6:b6:b6
52,2025-03-18 11:03:39.585543,28,f0:57:a6:a6:b6:b6
53,2025-03-18 11:03:39.585680,28,f0:57:a6:a6:b6:b6
54,2025-03-18 11:03:39.601974,28,f0:57:a6:a6:b6:b6
55,2025-03-18 11:03:39.602101,28,f0:57:a6:a6:b6:b6
56,2025-03-18 11:03:39.619257,28,f0:57:a6:a6:b6:b6
57,2025-03-18 11:03:39.619398,28,f0:57:a6:a6:b6:b6
58,2025-03-18 11:03:39.632626,28,f0:57:a6:a6:b6:b6
59,2025-03-18 11:03:39.632765,28,f0:57:a6:a6:b6:b6
60,2025-03-18 11:03:39.647732,28,f0:57:a6:a6:b6:b6
61,2025-03-18 11:03:39.666186,28,f0:57:a6:a6:b6:b6
62,2025-03-18 11:03:39.666683,28,f0:57:a6:a6:b6:b6
63,2025-03-18 11:03:39.677658,28,f0:57:a6:a6:b6:b6
64,2025-03-18 11:03:39.677782,28,f0:57:a6:a6:b6:b6
65,2025-03-18 11:03:39.693814,28,f0:57:a6:a6:b6:b6
66,2025-03-18 11:03:39.694013,28,f0:57:a6:a6:b6:b6
67,2025-03-18 11:03:39.709379,28,f0:57:a6:a6:b6:b6
68,2025-03-18 11:03:39.709516,28,f0:57:a6:a6:b6:b6
69,2025-03-18 11:03:39.724275,28,f0:57:a6:a6:b6:b6
70,2025-03-18 11:03:39.724412,28,f0:57:a6:a6:b6:b6
