,timestamp,length,ra
0,2025-05-07 16:16:08.072865,28,f0:57:a6:a6:b6:b6
1,2025-05-07 16:16:08.072965,28,f0:57:a6:a6:b6:b6
2,2025-05-07 16:16:08.085190,28,f0:57:a6:a6:b6:b6
3,2025-05-07 16:16:08.086562,28,f0:57:a6:a6:b6:b6
4,2025-05-07 16:16:08.086696,28,f0:57:a6:a6:b6:b6
5,2025-05-07 16:16:08.102758,28,f0:57:a6:a6:b6:b6
6,2025-05-07 16:16:08.102886,28,f0:57:a6:a6:b6:b6
7,2025-05-07 16:16:08.117199,28,f0:57:a6:a6:b6:b6
8,2025-05-07 16:16:08.117331,28,f0:57:a6:a6:b6:b6
9,2025-05-07 16:16:08.132089,28,f0:57:a6:a6:b6:b6
10,2025-05-07 16:16:08.132216,28,f0:57:a6:a6:b6:b6
11,2025-05-07 16:16:08.149015,28,f0:57:a6:a6:b6:b6
12,2025-05-07 16:16:08.149148,28,f0:57:a6:a6:b6:b6
13,2025-05-07 16:16:08.163777,28,f0:57:a6:a6:b6:b6
14,2025-05-07 16:16:08.164189,28,f0:57:a6:a6:b6:b6
15,2025-05-07 16:16:08.164802,28,f0:57:a6:a6:b6:b6
16,2025-05-07 16:16:08.165095,28,f0:57:a6:a6:b6:b6
17,2025-05-07 16:16:08.166178,28,f0:57:a6:a6:b6:b6
18,2025-05-07 16:16:08.168200,28,f0:57:a6:a6:b6:b6
19,2025-05-07 16:16:08.172402,28,f0:57:a6:a6:b6:b6
20,2025-05-07 16:16:08.182327,28,f0:57:a6:a6:b6:b6
21,2025-05-07 16:16:08.182473,28,f0:57:a6:a6:b6:b6
22,2025-05-07 16:16:08.185778,28,f0:57:a6:a6:b6:b6
23,2025-05-07 16:16:08.185890,28,f0:57:a6:a6:b6:b6
24,2025-05-07 16:16:08.194461,28,f0:57:a6:a6:b6:b6
25,2025-05-07 16:16:08.194981,28,f0:57:a6:a6:b6:b6
26,2025-05-07 16:16:08.195641,28,f0:57:a6:a6:b6:b6
27,2025-05-07 16:16:08.195753,28,f0:57:a6:a6:b6:b6
28,2025-05-07 16:16:08.209810,28,f0:57:a6:a6:b6:b6
29,2025-05-07 16:16:08.209928,28,f0:57:a6:a6:b6:b6
30,2025-05-07 16:16:08.224998,28,f0:57:a6:a6:b6:b6
31,2025-05-07 16:16:08.228994,28,f0:57:a6:a6:b6:b6
32,2025-05-07 16:16:08.229082,28,f0:57:a6:a6:b6:b6
33,2025-05-07 16:16:08.240695,28,f0:57:a6:a6:b6:b6
34,2025-05-07 16:16:08.242865,28,f0:57:a6:a6:b6:b6
35,2025-05-07 16:16:08.242979,28,f0:57:a6:a6:b6:b6
36,2025-05-07 16:16:08.255999,28,f0:57:a6:a6:b6:b6
37,2025-05-07 16:16:08.256119,28,f0:57:a6:a6:b6:b6
38,2025-05-07 16:16:08.271044,28,f0:57:a6:a6:b6:b6
39,2025-05-07 16:16:08.271149,28,f0:57:a6:a6:b6:b6
40,2025-05-07 16:16:08.316252,28,f0:57:a6:a6:b6:b6
41,2025-05-07 16:16:08.316393,70,f0:57:a6:a6:b6:b6
42,2025-05-07 16:16:08.336673,28,f0:57:a6:a6:b6:b6
43,2025-05-07 16:16:08.336792,28,f0:57:a6:a6:b6:b6
44,2025-05-07 16:16:08.351833,28,f0:57:a6:a6:b6:b6
45,2025-05-07 16:16:08.351941,28,f0:57:a6:a6:b6:b6
46,2025-05-07 16:16:08.365090,28,f0:57:a6:a6:b6:b6
47,2025-05-07 16:16:08.365202,28,f0:57:a6:a6:b6:b6
48,2025-05-07 16:16:08.373711,28,f0:57:a6:a6:b6:b6
49,2025-05-07 16:16:08.380989,28,f0:57:a6:a6:b6:b6
