,timestamp,length,ra
0,2025-05-07 16:21:52.893997,28,f0:57:a6:a6:b6:b6
1,2025-05-07 16:21:52.894154,70,f0:57:a6:a6:b6:b6
2,2025-05-07 16:21:52.894516,70,f0:57:a6:a6:b6:b6
3,2025-05-07 16:21:52.898456,70,f0:57:a6:a6:b6:b6
4,2025-05-07 16:21:52.898546,28,f0:57:a6:a6:b6:b6
5,2025-05-07 16:21:52.898714,70,f0:57:a6:a6:b6:b6
6,2025-05-07 16:21:52.899884,28,f0:57:a6:a6:b6:b6
7,2025-05-07 16:21:52.900048,70,f0:57:a6:a6:b6:b6
8,2025-05-07 16:21:52.900164,28,f0:57:a6:a6:b6:b6
9,2025-05-07 16:21:52.900355,70,f0:57:a6:a6:b6:b6
10,2025-05-07 16:21:52.903500,28,f0:57:a6:a6:b6:b6
11,2025-05-07 16:21:52.903671,70,f0:57:a6:a6:b6:b6
12,2025-05-07 16:21:52.903786,28,f0:57:a6:a6:b6:b6
13,2025-05-07 16:21:52.903947,70,f0:57:a6:a6:b6:b6
14,2025-05-07 16:21:52.905806,28,f0:57:a6:a6:b6:b6
15,2025-05-07 16:21:52.905990,70,f0:57:a6:a6:b6:b6
16,2025-05-07 16:21:52.906575,28,f0:57:a6:a6:b6:b6
17,2025-05-07 16:21:52.906731,70,f0:57:a6:a6:b6:b6
18,2025-05-07 16:21:52.908239,28,f0:57:a6:a6:b6:b6
19,2025-05-07 16:21:52.908393,70,f0:57:a6:a6:b6:b6
20,2025-05-07 16:21:52.908650,28,f0:57:a6:a6:b6:b6
21,2025-05-07 16:21:52.908830,28,f0:57:a6:a6:b6:b6
22,2025-05-07 16:21:52.908982,70,f0:57:a6:a6:b6:b6
23,2025-05-07 16:21:52.911252,70,f0:57:a6:a6:b6:b6
24,2025-05-07 16:21:52.912149,28,f0:57:a6:a6:b6:b6
25,2025-05-07 16:21:52.912309,70,f0:57:a6:a6:b6:b6
26,2025-05-07 16:21:52.912646,28,f0:57:a6:a6:b6:b6
27,2025-05-07 16:21:52.912804,70,f0:57:a6:a6:b6:b6
28,2025-05-07 16:21:52.914169,28,f0:57:a6:a6:b6:b6
29,2025-05-07 16:21:52.914329,70,f0:57:a6:a6:b6:b6
30,2025-05-07 16:21:52.917371,28,f0:57:a6:a6:b6:b6
31,2025-05-07 16:21:52.917526,70,f0:57:a6:a6:b6:b6
32,2025-05-07 16:21:52.917652,28,f0:57:a6:a6:b6:b6
33,2025-05-07 16:21:52.917806,70,f0:57:a6:a6:b6:b6
