,timestamp,length,ra
0,2025-05-07 16:48:09.773717,28,f0:57:a6:a6:b6:b6
1,2025-05-07 16:48:09.773848,28,f0:57:a6:a6:b6:b6
2,2025-05-07 16:48:09.789404,28,f0:57:a6:a6:b6:b6
3,2025-05-07 16:48:09.789537,28,f0:57:a6:a6:b6:b6
4,2025-05-07 16:48:09.805415,28,f0:57:a6:a6:b6:b6
5,2025-05-07 16:48:09.805574,28,f0:57:a6:a6:b6:b6
6,2025-05-07 16:48:09.820545,28,f0:57:a6:a6:b6:b6
7,2025-05-07 16:48:09.820681,28,f0:57:a6:a6:b6:b6
8,2025-05-07 16:48:09.837246,28,f0:57:a6:a6:b6:b6
9,2025-05-07 16:48:09.837738,28,f0:57:a6:a6:b6:b6
10,2025-05-07 16:48:09.838536,28,f0:57:a6:a6:b6:b6
11,2025-05-07 16:48:09.838660,28,f0:57:a6:a6:b6:b6
12,2025-05-07 16:48:09.868166,28,f0:57:a6:a6:b6:b6
13,2025-05-07 16:48:09.868293,28,f0:57:a6:a6:b6:b6
14,2025-05-07 16:48:09.883526,28,f0:57:a6:a6:b6:b6
15,2025-05-07 16:48:09.883692,28,f0:57:a6:a6:b6:b6
16,2025-05-07 16:48:09.898821,28,f0:57:a6:a6:b6:b6
17,2025-05-07 16:48:09.898953,28,f0:57:a6:a6:b6:b6
18,2025-05-07 16:48:09.944975,28,f0:57:a6:a6:b6:b6
19,2025-05-07 16:48:09.945102,28,f0:57:a6:a6:b6:b6
20,2025-05-07 16:48:09.962399,28,f0:57:a6:a6:b6:b6
21,2025-05-07 16:48:09.976056,28,f0:57:a6:a6:b6:b6
22,2025-05-07 16:48:09.976221,28,f0:57:a6:a6:b6:b6
23,2025-05-07 16:48:09.991352,28,f0:57:a6:a6:b6:b6
24,2025-05-07 16:48:09.991503,28,f0:57:a6:a6:b6:b6
25,2025-05-07 16:48:10.007610,28,f0:57:a6:a6:b6:b6
26,2025-05-07 16:48:10.007772,28,f0:57:a6:a6:b6:b6
27,2025-05-07 16:48:10.023009,28,f0:57:a6:a6:b6:b6
28,2025-05-07 16:48:10.023170,28,f0:57:a6:a6:b6:b6
29,2025-05-07 16:48:10.040387,28,f0:57:a6:a6:b6:b6
30,2025-05-07 16:48:10.040500,28,f0:57:a6:a6:b6:b6
31,2025-05-07 16:48:10.054996,28,f0:57:a6:a6:b6:b6
32,2025-05-07 16:48:10.055147,28,f0:57:a6:a6:b6:b6
33,2025-05-07 16:48:10.070488,28,f0:57:a6:a6:b6:b6
34,2025-05-07 16:48:10.072938,28,f0:57:a6:a6:b6:b6
35,2025-05-07 16:48:10.073092,28,f0:57:a6:a6:b6:b6
36,2025-05-07 16:48:10.085268,28,f0:57:a6:a6:b6:b6
37,2025-05-07 16:48:10.085415,28,f0:57:a6:a6:b6:b6
38,2025-05-07 16:48:10.100606,28,f0:57:a6:a6:b6:b6
39,2025-05-07 16:48:10.100755,28,f0:57:a6:a6:b6:b6
40,2025-05-07 16:48:10.131023,28,f0:57:a6:a6:b6:b6
41,2025-05-07 16:48:10.131163,28,f0:57:a6:a6:b6:b6
42,2025-05-07 16:48:10.147744,28,f0:57:a6:a6:b6:b6
43,2025-05-07 16:48:10.147869,28,f0:57:a6:a6:b6:b6
44,2025-05-07 16:48:10.162276,28,f0:57:a6:a6:b6:b6
45,2025-05-07 16:48:10.176900,28,f0:57:a6:a6:b6:b6
46,2025-05-07 16:48:10.177040,28,f0:57:a6:a6:b6:b6
47,2025-05-07 16:48:10.194339,28,f0:57:a6:a6:b6:b6
48,2025-05-07 16:48:10.194474,28,f0:57:a6:a6:b6:b6
49,2025-05-07 16:48:10.211344,28,f0:57:a6:a6:b6:b6
50,2025-05-07 16:48:10.211471,28,f0:57:a6:a6:b6:b6
51,2025-05-07 16:48:10.223723,28,f0:57:a6:a6:b6:b6
52,2025-05-07 16:48:10.223861,28,f0:57:a6:a6:b6:b6
53,2025-05-07 16:48:10.238931,28,f0:57:a6:a6:b6:b6
54,2025-05-07 16:48:10.239078,28,f0:57:a6:a6:b6:b6
55,2025-05-07 16:48:10.269407,28,f0:57:a6:a6:b6:b6
56,2025-05-07 16:48:10.269570,28,f0:57:a6:a6:b6:b6
57,2025-05-07 16:48:10.284272,28,f0:57:a6:a6:b6:b6
