,timestamp,length,ra
0,2025-03-18 13:49:17.762693,28,f0:57:a6:a6:b6:b6
1,2025-03-18 13:49:17.762819,28,f0:57:a6:a6:b6:b6
2,2025-03-18 13:49:17.791521,28,f0:57:a6:a6:b6:b6
3,2025-03-18 13:49:17.791655,28,f0:57:a6:a6:b6:b6
4,2025-03-18 13:49:17.808901,28,f0:57:a6:a6:b6:b6
5,2025-03-18 13:49:17.809032,28,f0:57:a6:a6:b6:b6
6,2025-03-18 13:49:18.048002,28,f0:57:a6:a6:b6:b6
7,2025-03-18 13:49:18.048220,46,f0:57:a6:a6:b6:b6
8,2025-03-18 13:49:18.084464,28,f0:57:a6:a6:b6:b6
9,2025-03-18 13:49:18.084598,28,f0:57:a6:a6:b6:b6
10,2025-03-18 13:49:18.084984,28,f0:57:a6:a6:b6:b6
11,2025-03-18 13:49:18.085124,28,f0:57:a6:a6:b6:b6
12,2025-03-18 13:49:18.184998,46,f0:57:a6:a6:b6:b6
13,2025-03-18 13:49:18.185169,28,f0:57:a6:a6:b6:b6
14,2025-03-18 13:49:18.185299,28,f0:57:a6:a6:b6:b6
15,2025-03-18 13:49:18.250953,28,f0:57:a6:a6:b6:b6
16,2025-03-18 13:49:18.251094,28,f0:57:a6:a6:b6:b6
17,2025-03-18 13:49:18.251624,28,f0:57:a6:a6:b6:b6
18,2025-03-18 13:49:18.251814,46,f0:57:a6:a6:b6:b6
19,2025-03-18 13:49:18.252277,28,f0:57:a6:a6:b6:b6
20,2025-03-18 13:49:18.252469,46,f0:57:a6:a6:b6:b6
21,2025-03-18 13:49:18.252670,28,f0:57:a6:a6:b6:b6
22,2025-03-18 13:49:18.252837,46,f0:57:a6:a6:b6:b6
23,2025-03-18 13:49:18.252955,28,f0:57:a6:a6:b6:b6
24,2025-03-18 13:49:18.253095,28,f0:57:a6:a6:b6:b6
25,2025-03-18 13:49:18.279271,28,f0:57:a6:a6:b6:b6
26,2025-03-18 13:49:18.279410,28,f0:57:a6:a6:b6:b6
27,2025-03-18 13:49:18.279653,28,f0:57:a6:a6:b6:b6
28,2025-03-18 13:49:18.279821,46,f0:57:a6:a6:b6:b6
29,2025-03-18 13:49:18.279955,28,f0:57:a6:a6:b6:b6
30,2025-03-18 13:49:18.280215,46,f0:57:a6:a6:b6:b6
31,2025-03-18 13:49:18.282643,28,f0:57:a6:a6:b6:b6
32,2025-03-18 13:49:18.282785,28,f0:57:a6:a6:b6:b6
