count,length,timestamp,avg_length,time_interval
29,1228,2025-05-07 18:51:43,42.3448275862069,1
187,8996,2025-05-07 18:51:44,48.106951871657756,1
46,3110,2025-05-07 18:51:45,67.6086956521739,1
5,190,2025-05-07 18:51:46,38.0,1
276,13806,2025-05-07 18:51:47,50.02173913043478,1
199,10292,2025-05-07 18:51:48,51.71859296482412,1
256,13382,2025-05-07 18:51:49,52.2734375,1
239,13994,2025-05-07 18:51:50,58.55230125523013,1
35,1750,2025-05-07 18:51:51,50.0,1
53,2770,2025-05-07 18:51:52,52.264150943396224,1
31,1346,2025-05-07 18:51:53,43.41935483870968,1
4,152,2025-05-07 18:51:54,38.0,1
