count,length,timestamp,avg_length,time_interval
149,4568,2025-03-18 16:45:14,30.65771812080537,1
352,10816,2025-03-18 16:45:15,30.727272727272727,1
298,9046,2025-03-18 16:45:16,30.355704697986578,1
285,8640,2025-03-18 16:45:17,30.31578947368421,1
318,9732,2025-03-18 16:45:18,30.60377358490566,1
296,9032,2025-03-18 16:45:19,30.513513513513512,1
229,6760,2025-03-18 16:45:20,29.519650655021834,1
210,6006,2025-03-18 16:45:21,28.6,1
203,5810,2025-03-18 16:45:22,28.620689655172413,1
186,5406,2025-03-18 16:45:23,29.06451612903226,1
210,5976,2025-03-18 16:45:24,28.457142857142856,1
179,5138,2025-03-18 16:45:25,28.70391061452514,1
189,5364,2025-03-18 16:45:26,28.38095238095238,1
200,5690,2025-03-18 16:45:27,28.45,1
189,5436,2025-03-18 16:45:28,28.761904761904763,1
205,5884,2025-03-18 16:45:29,28.702439024390245,1
209,5942,2025-03-18 16:45:30,28.43062200956938,1
193,5500,2025-03-18 16:45:31,28.497409326424872,1
193,5494,2025-03-18 16:45:32,28.466321243523318,1
190,5410,2025-03-18 16:45:33,28.473684210526315,1
212,6014,2025-03-18 16:45:34,28.367924528301888,1
192,5454,2025-03-18 16:45:35,28.40625,1
194,5600,2025-03-18 16:45:36,28.8659793814433,1
193,5476,2025-03-18 16:45:37,28.373056994818654,1
191,5456,2025-03-18 16:45:38,28.56544502617801,1
184,5314,2025-03-18 16:45:39,28.880434782608695,1
183,5256,2025-03-18 16:45:40,28.721311475409838,1
199,5752,2025-03-18 16:45:41,28.90452261306533,1
197,5678,2025-03-18 16:45:42,28.82233502538071,1
204,5820,2025-03-18 16:45:43,28.529411764705884,1
196,5614,2025-03-18 16:45:44,28.642857142857142,1
203,5774,2025-03-18 16:45:45,28.44334975369458,1
188,5390,2025-03-18 16:45:46,28.670212765957448,1
206,5876,2025-03-18 16:45:47,28.524271844660195,1
211,6004,2025-03-18 16:45:48,28.454976303317537,1
200,5618,2025-03-18 16:45:49,28.09,1
204,5892,2025-03-18 16:45:50,28.88235294117647,1
205,5872,2025-03-18 16:45:51,28.64390243902439,1
187,5398,2025-03-18 16:45:52,28.86631016042781,1
190,5410,2025-03-18 16:45:53,28.473684210526315,1
193,5572,2025-03-18 16:45:54,28.870466321243523,1
195,5568,2025-03-18 16:45:55,28.553846153846155,1
209,5924,2025-03-18 16:45:56,28.3444976076555,1
211,6022,2025-03-18 16:45:57,28.540284360189574,1
195,5604,2025-03-18 16:45:58,28.73846153846154,1
193,5566,2025-03-18 16:45:59,28.83937823834197,1
156,4470,2025-03-18 16:46:00,28.653846153846153,1
198,5736,2025-03-18 16:46:01,28.96969696969697,1
194,5840,2025-03-18 16:46:02,30.103092783505154,1
175,5044,2025-03-18 16:46:03,28.822857142857142,1
191,5492,2025-03-18 16:46:04,28.75392670157068,1
195,5592,2025-03-18 16:46:05,28.676923076923078,1
175,5044,2025-03-18 16:46:06,28.822857142857142,1
188,5390,2025-03-18 16:46:07,28.670212765957448,1
287,8594,2025-03-18 16:46:08,29.94425087108014,1
314,9614,2025-03-18 16:46:09,30.61783439490446,1
301,9250,2025-03-18 16:46:10,30.730897009966778,1
337,10192,2025-03-18 16:46:11,30.2433234421365,1
191,5396,2025-03-18 16:46:12,28.25130890052356,1
198,5652,2025-03-18 16:46:13,28.545454545454547,1
195,5562,2025-03-18 16:46:14,28.523076923076925,1
204,5826,2025-03-18 16:46:15,28.558823529411764,1
210,5988,2025-03-18 16:46:16,28.514285714285716,1
182,5276,2025-03-18 16:46:17,28.98901098901099,1
171,4866,2025-03-18 16:46:18,28.45614035087719,1
186,5304,2025-03-18 16:46:19,28.516129032258064,1
170,4850,2025-03-18 16:46:20,28.529411764705884,1
200,5768,2025-03-18 16:46:21,28.84,1
183,5268,2025-03-18 16:46:22,28.78688524590164,1
179,5138,2025-03-18 16:46:23,28.70391061452514,1
192,5466,2025-03-18 16:46:24,28.46875,1
192,5484,2025-03-18 16:46:25,28.5625,1
170,4856,2025-03-18 16:46:26,28.564705882352943,1
310,9574,2025-03-18 16:46:27,30.883870967741935,1
335,10478,2025-03-18 16:46:28,31.277611940298506,1
346,10816,2025-03-18 16:46:29,31.260115606936417,1
300,9252,2025-03-18 16:46:30,30.84,1
353,10994,2025-03-18 16:46:31,31.144475920679888,1
256,7720,2025-03-18 16:46:32,30.15625,1
290,8936,2025-03-18 16:46:33,30.813793103448276,1
268,8002,2025-03-18 16:46:34,29.85820895522388,1
274,8404,2025-03-18 16:46:35,30.67153284671533,1
385,12046,2025-03-18 16:46:36,31.288311688311687,1
257,7910,2025-03-18 16:46:37,30.77821011673152,1
368,11420,2025-03-18 16:46:38,31.032608695652176,1
348,10794,2025-03-18 16:46:39,31.017241379310345,1
312,9678,2025-03-18 16:46:40,31.01923076923077,1
184,5254,2025-03-18 16:46:41,28.554347826086957,1
216,6408,2025-03-18 16:46:42,29.666666666666668,1
311,9572,2025-03-18 16:46:43,30.778135048231512,1
311,9446,2025-03-18 16:46:44,30.372990353697748,1
212,6542,2025-03-18 16:46:45,30.858490566037737,1
