count,length,timestamp,avg_length,time_interval
23,958,2025-05-07 19:00:20,41.65217391304348,1
12,456,2025-05-07 19:00:21,38.0,1
92,4252,2025-05-07 19:00:22,46.21739130434783,1
25,1160,2025-05-07 19:00:23,46.4,1
27,1320,2025-05-07 19:00:24,48.888888888888886,1
21,882,2025-05-07 19:00:25,42.0,1
197,9838,2025-05-07 19:00:26,49.93908629441624,1
153,7200,2025-05-07 19:00:27,47.05882352941177,1
201,9402,2025-05-07 19:00:28,46.776119402985074,1
192,8766,2025-05-07 19:00:29,45.65625,1
143,6274,2025-05-07 19:00:30,43.87412587412587,1
17,772,2025-05-07 19:00:31,45.411764705882355,1
