count,length,timestamp,avg_length,time_interval
104,3266,2025-03-18 13:50:17,31.403846153846153,1
138,4476,2025-03-18 13:50:18,32.43478260869565,1
292,9364,2025-03-18 13:50:19,32.06849315068493,1
383,12428,2025-03-18 13:50:20,32.4490861618799,1
208,6544,2025-03-18 13:50:21,31.46153846153846,1
238,7432,2025-03-18 13:50:22,31.22689075630252,1
142,4300,2025-03-18 13:50:23,30.281690140845072,1
57,1674,2025-03-18 13:50:24,29.36842105263158,1
363,10920,2025-03-18 13:50:25,30.082644628099175,1
20,560,2025-03-18 13:50:26,28.0,1
27,810,2025-03-18 13:50:27,30.0,1
21,624,2025-03-18 13:50:28,29.714285714285715,1
27,828,2025-03-18 13:50:29,30.666666666666668,1
108,3276,2025-03-18 13:50:30,30.333333333333332,1
10,286,2025-03-18 13:50:31,28.6,1
30,900,2025-03-18 13:50:32,30.0,1
17,530,2025-03-18 13:50:33,31.176470588235293,1
10,280,2025-03-18 13:50:34,28.0,1
103,3419,2025-03-18 13:50:35,33.19417475728155,1
59,1898,2025-03-18 13:50:36,32.16949152542373,1
40,1210,2025-03-18 13:50:37,30.25,1
26,800,2025-03-18 13:50:38,30.76923076923077,1
30,876,2025-03-18 13:50:39,29.2,1
