count,length,timestamp,avg_length,time_interval
148,4402,2025-03-18 14:08:19,29.743243243243242,1
258,7680,2025-03-18 14:08:20,29.767441860465116,1
368,11276,2025-03-18 14:08:21,30.641304347826086,1
360,11070,2025-03-18 14:08:22,30.75,1
374,11468,2025-03-18 14:08:23,30.663101604278076,1
352,10804,2025-03-18 14:08:24,30.693181818181817,1
397,12196,2025-03-18 14:08:25,30.720403022670027,1
367,11392,2025-03-18 14:08:26,31.040871934604905,1
340,10360,2025-03-18 14:08:27,30.470588235294116,1
333,10206,2025-03-18 14:08:28,30.64864864864865,1
315,9714,2025-03-18 14:08:29,30.83809523809524,1
329,10148,2025-03-18 14:08:30,30.84498480243161,1
285,8550,2025-03-18 14:08:31,30.0,1
275,8072,2025-03-18 14:08:32,29.35272727272727,1
239,7250,2025-03-18 14:08:33,30.334728033472803,1
