count,length,timestamp,avg_length,time_interval
192,5796,2025-03-18 16:11:55,30.1875,1
321,9798,2025-03-18 16:11:56,30.523364485981308,1
272,8126,2025-03-18 16:11:57,29.875,1
191,5552,2025-03-18 16:11:58,29.06806282722513,1
177,5250,2025-03-18 16:11:59,29.661016949152543,1
183,5340,2025-03-18 16:12:00,29.18032786885246,1
311,9542,2025-03-18 16:12:01,30.681672025723472,1
294,8940,2025-03-18 16:12:02,30.408163265306122,1
268,7762,2025-03-18 16:12:03,28.96268656716418,1
227,6500,2025-03-18 16:12:04,28.634361233480178,1
199,5728,2025-03-18 16:12:05,28.78391959798995,1
250,7372,2025-03-18 16:12:06,29.488,1
318,9576,2025-03-18 16:12:07,30.11320754716981,1
209,6332,2025-03-18 16:12:08,30.29665071770335,1
