count,length,timestamp,avg_length,time_interval
17,494,2025-03-18 16:13:42,29.058823529411764,1
190,5392,2025-03-18 16:13:43,28.378947368421052,1
194,5540,2025-03-18 16:13:44,28.556701030927837,1
196,5632,2025-03-18 16:13:45,28.73469387755102,1
213,6108,2025-03-18 16:13:46,28.676056338028168,1
247,7096,2025-03-18 16:13:47,28.728744939271255,1
236,6722,2025-03-18 16:13:48,28.483050847457626,1
209,6002,2025-03-18 16:13:49,28.717703349282296,1
196,5578,2025-03-18 16:13:50,28.459183673469386,1
205,5872,2025-03-18 16:13:51,28.64390243902439,1
18,504,2025-03-18 16:13:52,28.0,1
