count,length,timestamp,avg_length,time_interval
69,1974,2025-05-07 16:58:08,28.608695652173914,1
142,4102,2025-05-07 16:58:09,28.887323943661972,1
129,3612,2025-05-07 16:58:10,28.0,1
113,3206,2025-05-07 16:58:11,28.371681415929203,1
111,3192,2025-05-07 16:58:12,28.756756756756758,1
139,3934,2025-05-07 16:58:13,28.302158273381295,1
114,3276,2025-05-07 16:58:14,28.736842105263158,1
119,3332,2025-05-07 16:58:15,28.0,1
123,3486,2025-05-07 16:58:16,28.341463414634145,1
126,3654,2025-05-07 16:58:17,29.0,1
127,3556,2025-05-07 16:58:18,28.0,1
119,3374,2025-05-07 16:58:19,28.352941176470587,1
122,3458,2025-05-07 16:58:20,28.34426229508197,1
109,3094,2025-05-07 16:58:21,28.38532110091743,1
125,3584,2025-05-07 16:58:22,28.672,1
101,2996,2025-05-07 16:58:23,29.663366336633665,1
105,3496,2025-05-07 16:58:24,33.2952380952381,1
98,3248,2025-05-07 16:58:25,33.142857142857146,1
116,3332,2025-05-07 16:58:26,28.724137931034484,1
121,3430,2025-05-07 16:58:27,28.34710743801653,1
121,3430,2025-05-07 16:58:28,28.34710743801653,1
107,2996,2025-05-07 16:58:29,28.0,1
