count,length,timestamp,avg_length,time_interval
67,1960,2025-05-07 17:20:20,29.253731343283583,1
126,3570,2025-05-07 17:20:21,28.333333333333332,1
130,3640,2025-05-07 17:20:22,28.0,1
131,3752,2025-05-07 17:20:23,28.641221374045802,1
132,3780,2025-05-07 17:20:24,28.636363636363637,1
116,3290,2025-05-07 17:20:25,28.362068965517242,1
121,3430,2025-05-07 17:20:26,28.34710743801653,1
122,3500,2025-05-07 17:20:27,28.688524590163933,1
107,3038,2025-05-07 17:20:28,28.39252336448598,1
109,3220,2025-05-07 17:20:29,29.541284403669724,1
126,3570,2025-05-07 17:20:30,28.333333333333332,1
124,3640,2025-05-07 17:20:31,29.35483870967742,1
122,3458,2025-05-07 17:20:32,28.34426229508197,1
119,3500,2025-05-07 17:20:33,29.41176470588235,1
130,3766,2025-05-07 17:20:34,28.96923076923077,1
117,3318,2025-05-07 17:20:35,28.358974358974358,1
138,3948,2025-05-07 17:20:36,28.608695652173914,1
116,3332,2025-05-07 17:20:37,28.724137931034484,1
104,2996,2025-05-07 17:20:38,28.807692307692307,1
