count,length,timestamp,avg_length,time_interval
44,2008,2025-05-07 19:04:26,45.63636363636363,1
92,4210,2025-05-07 19:04:27,45.76086956521739,1
205,9344,2025-05-07 19:04:28,45.58048780487805,1
167,6724,2025-05-07 19:04:29,40.26347305389221,1
12,498,2025-05-07 19:04:30,41.5,1
27,1068,2025-05-07 19:04:31,39.55555555555556,1
11,460,2025-05-07 19:04:32,41.81818181818182,1
10,464,2025-05-07 19:04:33,46.4,1
12,498,2025-05-07 19:04:34,41.5,1
161,8008,2025-05-07 19:04:35,49.73913043478261,1
83,4330,2025-05-07 19:04:36,52.16867469879518,1
65,3352,2025-05-07 19:04:37,51.56923076923077,1
55,2846,2025-05-07 19:04:38,51.74545454545454,1
