count,length,timestamp,avg_length,time_interval
82,2296,2025-05-07 17:18:14,28.0,1
121,3472,2025-05-07 17:18:15,28.694214876033058,1
116,3290,2025-05-07 17:18:16,28.362068965517242,1
165,4956,2025-05-07 17:18:17,30.036363636363635,1
121,3388,2025-05-07 17:18:18,28.0,1
123,3486,2025-05-07 17:18:19,28.341463414634145,1
136,4231,2025-05-07 17:18:20,31.110294117647058,1
82,2338,2025-05-07 17:18:21,28.51219512195122,1
126,3528,2025-05-07 17:18:22,28.0,1
137,4088,2025-05-07 17:18:23,29.83941605839416,1
112,3178,2025-05-07 17:18:24,28.375,1
122,3416,2025-05-07 17:18:25,28.0,1
135,3864,2025-05-07 17:18:26,28.622222222222224,1
138,3890,2025-05-07 17:18:27,28.18840579710145,1
119,3374,2025-05-07 17:18:28,28.352941176470587,1
120,3360,2025-05-07 17:18:29,28.0,1
130,3808,2025-05-07 17:18:30,29.29230769230769,1
96,2814,2025-05-07 17:18:31,29.3125,1
