count,length,timestamp,avg_length,time_interval
32,1300,2025-05-07 18:59:43,40.625,1
26,1156,2025-05-07 18:59:44,44.46153846153846,1
155,7444,2025-05-07 18:59:45,48.0258064516129,1
222,13070,2025-05-07 18:59:46,58.873873873873876,1
24,1038,2025-05-07 18:59:47,43.25,1
18,810,2025-05-07 18:59:48,45.0,1
11,460,2025-05-07 18:59:49,41.81818181818182,1
240,11010,2025-05-07 18:59:50,45.875,1
242,10918,2025-05-07 18:59:51,45.11570247933884,1
214,9770,2025-05-07 18:59:52,45.654205607476634,1
209,9202,2025-05-07 18:59:53,44.02870813397129,1
108,4482,2025-05-07 18:59:54,41.5,1
