count,length,timestamp,avg_length,time_interval
266,8150,2025-03-18 13:58:03,30.639097744360903,1
467,14750,2025-03-18 13:58:04,31.58458244111349,1
344,10736,2025-03-18 13:58:05,31.209302325581394,1
329,10016,2025-03-18 13:58:06,30.443768996960486,1
324,9984,2025-03-18 13:58:07,30.814814814814813,1
333,10074,2025-03-18 13:58:08,30.25225225225225,1
323,9896,2025-03-18 13:58:09,30.637770897832816,1
242,7094,2025-03-18 13:58:10,29.31404958677686,1
205,5872,2025-03-18 13:58:11,28.64390243902439,1
346,10618,2025-03-18 13:58:12,30.6878612716763,1
332,10196,2025-03-18 13:58:13,30.710843373493976,1
119,3596,2025-03-18 13:58:14,30.218487394957982,1
