count,length,timestamp,avg_length,time_interval
10,422,2025-05-07 19:03:00,42.2,1
22,836,2025-05-07 19:03:01,38.0,1
65,3268,2025-05-07 19:03:02,50.276923076923076,1
149,6796,2025-05-07 19:03:03,45.61073825503356,1
106,4868,2025-05-07 19:03:04,45.924528301886795,1
62,2650,2025-05-07 19:03:05,42.74193548387097,1
64,3020,2025-05-07 19:03:06,47.1875,1
47,2164,2025-05-07 19:03:07,46.04255319148936,1
17,730,2025-05-07 19:03:08,42.94117647058823,1
192,8766,2025-05-07 19:03:09,45.65625,1
228,10596,2025-05-07 19:03:10,46.473684210526315,1
64,2768,2025-05-07 19:03:11,43.25,1
