count,length,timestamp,avg_length,time_interval
105,2982,2025-05-07 17:13:51,28.4,1
128,3584,2025-05-07 17:13:52,28.0,1
143,4256,2025-05-07 17:13:53,29.762237762237763,1
153,4410,2025-05-07 17:13:54,28.823529411764707,1
125,3542,2025-05-07 17:13:55,28.336,1
135,3780,2025-05-07 17:13:56,28.0,1
147,4158,2025-05-07 17:13:57,28.285714285714285,1
143,4004,2025-05-07 17:13:58,28.0,1
155,4382,2025-05-07 17:13:59,28.270967741935483,1
144,4200,2025-05-07 17:14:00,29.166666666666668,1
137,3878,2025-05-07 17:14:01,28.306569343065693,1
129,3654,2025-05-07 17:14:02,28.325581395348838,1
157,4606,2025-05-07 17:14:03,29.337579617834393,1
143,4088,2025-05-07 17:14:04,28.587412587412587,1
130,3724,2025-05-07 17:14:05,28.646153846153847,1
130,3724,2025-05-07 17:14:06,28.646153846153847,1
144,4032,2025-05-07 17:14:07,28.0,1
66,1890,2025-05-07 17:14:08,28.636363636363637,1
