count,length,timestamp,avg_length,time_interval
103,2926,2025-05-07 16:48:36,28.40776699029126,1
143,4046,2025-05-07 16:48:37,28.293706293706293,1
150,4326,2025-05-07 16:48:38,28.84,1
211,6370,2025-05-07 16:48:39,30.18957345971564,1
162,4830,2025-05-07 16:48:40,29.814814814814813,1
139,3934,2025-05-07 16:48:41,28.302158273381295,1
137,3878,2025-05-07 16:48:42,28.306569343065693,1
133,3850,2025-05-07 16:48:43,28.94736842105263,1
130,3682,2025-05-07 16:48:44,28.323076923076922,1
115,3346,2025-05-07 16:48:45,29.095652173913045,1
134,3920,2025-05-07 16:48:46,29.253731343283583,1
155,4550,2025-05-07 16:48:47,29.35483870967742,1
124,3472,2025-05-07 16:48:48,28.0,1
134,3836,2025-05-07 16:48:49,28.62686567164179,1
131,3710,2025-05-07 16:48:50,28.3206106870229,1
125,3584,2025-05-07 16:48:51,28.672,1
78,2226,2025-05-07 16:48:52,28.53846153846154,1
