count,length,timestamp,avg_length,time_interval
58,1666,2025-05-07 16:10:46,28.724137931034484,1
115,3262,2025-05-07 16:10:47,28.36521739130435,1
125,3500,2025-05-07 16:10:48,28.0,1
113,3164,2025-05-07 16:10:49,28.0,1
120,3486,2025-05-07 16:10:50,29.05,1
132,4074,2025-05-07 16:10:51,30.863636363636363,1
100,3010,2025-05-07 16:10:52,30.1,1
119,3374,2025-05-07 16:10:53,28.352941176470587,1
113,3248,2025-05-07 16:10:54,28.743362831858406,1
114,3318,2025-05-07 16:10:55,29.105263157894736,1
108,3066,2025-05-07 16:10:56,28.38888888888889,1
106,2968,2025-05-07 16:10:57,28.0,1
123,3528,2025-05-07 16:10:58,28.682926829268293,1
109,3178,2025-05-07 16:10:59,29.155963302752294,1
112,3136,2025-05-07 16:11:00,28.0,1
111,3150,2025-05-07 16:11:01,28.37837837837838,1
110,3122,2025-05-07 16:11:02,28.381818181818183,1
111,3150,2025-05-07 16:11:03,28.37837837837838,1
