count,length,timestamp,avg_length,time_interval
63,1782,2025-03-18 13:41:27,28.285714285714285,1
209,6020,2025-03-18 13:41:28,28.803827751196174,1
189,5388,2025-03-18 13:41:29,28.50793650793651,1
217,6184,2025-03-18 13:41:30,28.497695852534562,1
234,6738,2025-03-18 13:41:31,28.794871794871796,1
267,7716,2025-03-18 13:41:32,28.89887640449438,1
207,5940,2025-03-18 13:41:33,28.695652173913043,1
206,5864,2025-03-18 13:41:34,28.466019417475728,1
222,6366,2025-03-18 13:41:35,28.675675675675677,1
283,8434,2025-03-18 13:41:36,29.802120141342755,1
216,6120,2025-03-18 13:41:37,28.333333333333332,1
