count,length,timestamp,avg_length,time_interval
163,4642,2025-03-18 16:39:43,28.478527607361965,1
198,5634,2025-03-18 16:39:44,28.454545454545453,1
211,6088,2025-03-18 16:39:45,28.85308056872038,1
194,5552,2025-03-18 16:39:46,28.61855670103093,1
236,6806,2025-03-18 16:39:47,28.838983050847457,1
198,5688,2025-03-18 16:39:48,28.727272727272727,1
200,5726,2025-03-18 16:39:49,28.63,1
177,5136,2025-03-18 16:39:50,29.016949152542374,1
185,5288,2025-03-18 16:39:51,28.583783783783783,1
185,5198,2025-03-18 16:39:52,28.0972972972973,1
167,4790,2025-03-18 16:39:53,28.682634730538922,1
147,4170,2025-03-18 16:39:54,28.367346938775512,1
183,5196,2025-03-18 16:39:55,28.39344262295082,1
177,5046,2025-03-18 16:39:56,28.508474576271187,1
177,4980,2025-03-18 16:39:57,28.135593220338983,1
151,4318,2025-03-18 16:39:58,28.596026490066226,1
186,5334,2025-03-18 16:39:59,28.677419354838708,1
191,5408,2025-03-18 16:40:00,28.31413612565445,1
169,4864,2025-03-18 16:40:01,28.781065088757398,1
184,5242,2025-03-18 16:40:02,28.48913043478261,1
174,4908,2025-03-18 16:40:03,28.20689655172414,1
160,4570,2025-03-18 16:40:04,28.5625,1
187,5272,2025-03-18 16:40:05,28.192513368983956,1
181,5134,2025-03-18 16:40:06,28.364640883977902,1
173,4952,2025-03-18 16:40:07,28.6242774566474,1
164,4724,2025-03-18 16:40:08,28.804878048780488,1
159,4506,2025-03-18 16:40:09,28.339622641509433,1
187,5254,2025-03-18 16:40:10,28.09625668449198,1
194,5504,2025-03-18 16:40:11,28.371134020618555,1
160,4660,2025-03-18 16:40:12,29.125,1
188,5336,2025-03-18 16:40:13,28.382978723404257,1
183,5250,2025-03-18 16:40:14,28.688524590163933,1
207,6036,2025-03-18 16:40:15,29.159420289855074,1
180,5160,2025-03-18 16:40:16,28.666666666666668,1
214,6124,2025-03-18 16:40:17,28.61682242990654,1
214,6100,2025-03-18 16:40:18,28.50467289719626,1
196,5578,2025-03-18 16:40:19,28.459183673469386,1
205,5824,2025-03-18 16:40:20,28.409756097560976,1
189,5364,2025-03-18 16:40:21,28.38095238095238,1
191,5384,2025-03-18 16:40:22,28.18848167539267,1
163,4726,2025-03-18 16:40:23,28.993865030674847,1
143,4220,2025-03-18 16:40:24,29.51048951048951,1
166,4744,2025-03-18 16:40:25,28.57831325301205,1
154,4390,2025-03-18 16:40:26,28.506493506493506,1
152,4436,2025-03-18 16:40:27,29.18421052631579,1
169,4858,2025-03-18 16:40:28,28.745562130177515,1
164,4736,2025-03-18 16:40:29,28.878048780487806,1
172,4942,2025-03-18 16:40:30,28.732558139534884,1
157,4480,2025-03-18 16:40:31,28.53503184713376,1
136,3898,2025-03-18 16:40:32,28.66176470588235,1
188,5360,2025-03-18 16:40:33,28.51063829787234,1
165,4722,2025-03-18 16:40:34,28.618181818181817,1
181,5206,2025-03-18 16:40:35,28.76243093922652,1
167,4802,2025-03-18 16:40:36,28.75449101796407,1
167,4814,2025-03-18 16:40:37,28.82634730538922,1
162,4662,2025-03-18 16:40:38,28.77777777777778,1
178,5128,2025-03-18 16:40:39,28.808988764044944,1
194,5504,2025-03-18 16:40:40,28.371134020618555,1
175,5056,2025-03-18 16:40:41,28.89142857142857,1
187,5380,2025-03-18 16:40:42,28.77005347593583,1
193,5494,2025-03-18 16:40:43,28.466321243523318,1
193,5518,2025-03-18 16:40:44,28.590673575129532,1
177,5082,2025-03-18 16:40:45,28.71186440677966,1
186,5358,2025-03-18 16:40:46,28.806451612903224,1
200,5696,2025-03-18 16:40:47,28.48,1
183,5274,2025-03-18 16:40:48,28.81967213114754,1
180,5190,2025-03-18 16:40:49,28.833333333333332,1
187,5290,2025-03-18 16:40:50,28.288770053475936,1
147,4332,2025-03-18 16:40:51,29.46938775510204,1
162,4704,2025-03-18 16:40:52,29.037037037037038,1
159,4506,2025-03-18 16:40:53,28.339622641509433,1
152,4400,2025-03-18 16:40:54,28.94736842105263,1
178,5098,2025-03-18 16:40:55,28.640449438202246,1
141,4134,2025-03-18 16:40:56,29.319148936170212,1
182,5288,2025-03-18 16:40:57,29.054945054945055,1
201,5790,2025-03-18 16:40:58,28.80597014925373,1
183,5304,2025-03-18 16:40:59,28.983606557377048,1
152,4352,2025-03-18 16:41:00,28.63157894736842,1
174,4908,2025-03-18 16:41:01,28.20689655172414,1
146,4250,2025-03-18 16:41:02,29.10958904109589,1
170,4886,2025-03-18 16:41:03,28.741176470588236,1
164,4646,2025-03-18 16:41:04,28.329268292682926,1
164,4682,2025-03-18 16:41:05,28.548780487804876,1
165,4728,2025-03-18 16:41:06,28.654545454545456,1
165,4764,2025-03-18 16:41:07,28.87272727272727,1
15,456,2025-03-18 16:41:08,30.4,1
