count,length,timestamp,avg_length,time_interval
186,5298,2025-03-18 14:09:44,28.483870967741936,1
236,6902,2025-03-18 14:09:45,29.24576271186441,1
286,8434,2025-03-18 14:09:46,29.48951048951049,1
376,11560,2025-03-18 14:09:47,30.74468085106383,1
398,12392,2025-03-18 14:09:48,31.1356783919598,1
366,11220,2025-03-18 14:09:49,30.65573770491803,1
319,9664,2025-03-18 14:09:50,30.294670846394986,1
321,9684,2025-03-18 14:09:51,30.16822429906542,1
338,10298,2025-03-18 14:09:52,30.467455621301774,1
311,9518,2025-03-18 14:09:53,30.60450160771704,1
351,10602,2025-03-18 14:09:54,30.205128205128204,1
334,10330,2025-03-18 14:09:55,30.92814371257485,1
111,3354,2025-03-18 14:09:56,30.216216216216218,1
