count,length,timestamp,avg_length,time_interval
4,152,2025-05-07 18:55:40,38.0,1
8,346,2025-05-07 18:55:41,43.25,1
170,8266,2025-05-07 18:55:42,48.62352941176471,1
162,6702,2025-05-07 18:55:43,41.370370370370374,1
76,3476,2025-05-07 18:55:44,45.73684210526316,1
17,856,2025-05-07 18:55:45,50.35294117647059,1
44,2134,2025-05-07 18:55:46,48.5,1
4,152,2025-05-07 18:55:47,38.0,1
2,76,2025-05-07 18:55:48,38.0,1
5,190,2025-05-07 18:55:50,38.0,1
1,38,2025-05-07 18:55:52,38.0,1
23,1168,2025-05-07 18:55:53,50.78260869565217,1
1,38,2025-05-07 18:55:54,38.0,1
