count,length,timestamp,avg_length,time_interval
68,1904,2025-05-07 16:53:28,28.0,1
129,3654,2025-05-07 16:53:29,28.325581395348838,1
141,3990,2025-05-07 16:53:30,28.29787234042553,1
140,3962,2025-05-07 16:53:31,28.3,1
131,3710,2025-05-07 16:53:32,28.3206106870229,1
115,3304,2025-05-07 16:53:33,28.730434782608697,1
112,3220,2025-05-07 16:53:34,28.75,1
121,3514,2025-05-07 16:53:35,29.041322314049587,1
122,3458,2025-05-07 16:53:36,28.34426229508197,1
125,3626,2025-05-07 16:53:37,29.008,1
140,4046,2025-05-07 16:53:38,28.9,1
283,10486,2025-05-07 16:53:39,37.053003533568905,1
337,13888,2025-05-07 16:53:40,41.210682492581604,1
149,4928,2025-05-07 16:53:41,33.07382550335571,1
87,2436,2025-05-07 16:53:42,28.0,1
