count,length,timestamp,avg_length,time_interval
224,7304,2025-03-18 17:20:41,32.607142857142854,1
250,10165,2025-03-18 17:20:42,40.66,1
213,6750,2025-03-18 17:20:43,31.690140845070424,1
308,9896,2025-03-18 17:20:44,32.12987012987013,1
257,8450,2025-03-18 17:20:45,32.87937743190661,1
556,18472,2025-03-18 17:20:46,33.223021582733814,1
434,14396,2025-03-18 17:20:47,33.1705069124424,1
378,12552,2025-03-18 17:20:48,33.20634920634921,1
510,16722,2025-03-18 17:20:49,32.78823529411765,1
425,13826,2025-03-18 17:20:50,32.53176470588235,1
330,10536,2025-03-18 17:20:51,31.927272727272726,1
409,13444,2025-03-18 17:20:52,32.87041564792176,1
385,12754,2025-03-18 17:20:53,33.127272727272725,1
450,14862,2025-03-18 17:20:54,33.026666666666664,1
441,14508,2025-03-18 17:20:55,32.89795918367347,1
386,12740,2025-03-18 17:20:56,33.005181347150256,1
316,10300,2025-03-18 17:20:57,32.59493670886076,1
337,10966,2025-03-18 17:20:58,32.54005934718101,1
364,12010,2025-03-18 17:20:59,32.994505494505496,1
382,12538,2025-03-18 17:21:00,32.82198952879581,1
355,11710,2025-03-18 17:21:01,32.985915492957744,1
445,14770,2025-03-18 17:21:02,33.19101123595506,1
378,12324,2025-03-18 17:21:03,32.6031746031746,1
347,11336,2025-03-18 17:21:04,32.668587896253605,1
290,9518,2025-03-18 17:21:05,32.820689655172416,1
363,12000,2025-03-18 17:21:06,33.05785123966942,1
411,13560,2025-03-18 17:21:07,32.99270072992701,1
419,13682,2025-03-18 17:21:08,32.653937947494036,1
364,11926,2025-03-18 17:21:09,32.76373626373626,1
486,16116,2025-03-18 17:21:10,33.160493827160494,1
296,10070,2025-03-18 17:21:11,34.020270270270274,1
325,11086,2025-03-18 17:21:12,34.11076923076923,1
389,12890,2025-03-18 17:21:13,33.13624678663239,1
240,8136,2025-03-18 17:21:14,33.9,1
237,7608,2025-03-18 17:21:15,32.10126582278481,1
408,14034,2025-03-18 17:21:16,34.39705882352941,1
424,14272,2025-03-18 17:21:17,33.660377358490564,1
398,13394,2025-03-18 17:21:18,33.653266331658294,1
383,12938,2025-03-18 17:21:19,33.78067885117493,1
411,13728,2025-03-18 17:21:20,33.4014598540146,1
387,13044,2025-03-18 17:21:21,33.70542635658915,1
452,15062,2025-03-18 17:21:22,33.323008849557525,1
461,15302,2025-03-18 17:21:23,33.19305856832972,1
386,12704,2025-03-18 17:21:24,32.9119170984456,1
476,15920,2025-03-18 17:21:25,33.445378151260506,1
596,19592,2025-03-18 17:21:26,32.87248322147651,1
505,16618,2025-03-18 17:21:27,32.906930693069306,1
462,15216,2025-03-18 17:21:28,32.935064935064936,1
527,17690,2025-03-18 17:21:29,33.56736242884251,1
582,19590,2025-03-18 17:21:30,33.65979381443299,1
461,15560,2025-03-18 17:21:31,33.7527114967462,1
438,14574,2025-03-18 17:21:32,33.273972602739725,1
542,17702,2025-03-18 17:21:33,32.66051660516605,1
422,13940,2025-03-18 17:21:34,33.03317535545024,1
465,14916,2025-03-18 17:21:35,32.07741935483871,1
389,12836,2025-03-18 17:21:36,32.9974293059126,1
534,18018,2025-03-18 17:21:37,33.741573033707866,1
499,16540,2025-03-18 17:21:38,33.14629258517034,1
526,17530,2025-03-18 17:21:39,33.32699619771863,1
441,14934,2025-03-18 17:21:40,33.863945578231295,1
464,15338,2025-03-18 17:21:41,33.05603448275862,1
384,12714,2025-03-18 17:21:42,33.109375,1
419,13640,2025-03-18 17:21:43,32.55369928400955,1
594,21435,2025-03-18 17:21:44,36.08585858585859,1
478,15640,2025-03-18 17:21:45,32.71966527196653,1
472,15706,2025-03-18 17:21:46,33.27542372881356,1
412,13906,2025-03-18 17:21:47,33.75242718446602,1
386,12872,2025-03-18 17:21:48,33.347150259067355,1
537,17292,2025-03-18 17:21:49,32.201117318435756,1
432,14538,2025-03-18 17:21:50,33.65277777777778,1
506,16652,2025-03-18 17:21:51,32.90909090909091,1
337,10906,2025-03-18 17:21:52,32.362017804154306,1
409,13270,2025-03-18 17:21:53,32.44498777506112,1
383,12296,2025-03-18 17:21:54,32.10443864229765,1
525,17748,2025-03-18 17:21:55,33.80571428571429,1
288,9444,2025-03-18 17:21:56,32.791666666666664,1
