count,length,timestamp,avg_length,time_interval
24,684,2025-03-18 10:17:39,28.5,1
97,2764,2025-03-18 10:17:40,28.49484536082474,1
106,2998,2025-03-18 10:17:41,28.28301886792453,1
89,2564,2025-03-18 10:17:42,28.808988764044944,1
119,3356,2025-03-18 10:17:43,28.201680672268907,1
100,2866,2025-03-18 10:17:44,28.66,1
90,2610,2025-03-18 10:17:45,29.0,1
91,2626,2025-03-18 10:17:46,28.857142857142858,1
91,2584,2025-03-18 10:17:47,28.395604395604394,1
94,2686,2025-03-18 10:17:48,28.574468085106382,1
106,3034,2025-03-18 10:17:49,28.62264150943396,1
107,3020,2025-03-18 10:17:50,28.22429906542056,1
111,3180,2025-03-18 10:17:51,28.64864864864865,1
95,2714,2025-03-18 10:17:52,28.568421052631578,1
137,4094,2025-03-18 10:17:53,29.883211678832115,1
82,2332,2025-03-18 10:17:54,28.4390243902439,1
95,2696,2025-03-18 10:17:55,28.378947368421052,1
82,2374,2025-03-18 10:17:56,28.951219512195124,1
18,504,2025-03-18 10:17:57,28.0,1
